Property ,Tier 2024,Tier 2025,Tier 2026,Scoring Tier,Page Name,Page Type,Page URL,Response,Title,Title Length,Meta Description,Description Length,Target keyword (s),Secondary Keyword,H1 Tag,H2 Tag(s),New Page,New Target KW(s),Consultant,Recent Tier Change,Notes to be checked by the consultants before rescoring
Maldives Landaa Giraavaru,2,2,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/maldiveslg/dining/,200,Maldives Fine Dining | Four Seasons Landaa Giraavaru,52,Four Seasons Resort Maldives at Landaa Giraavaru invites you to savour the tastes of Asia or experience Italian dining at our restaurants and lounges.,150,maldives fine dining,,Maldives Landaa Giraavaru Fine Dining% Maldives Landaa Giraavaru Fine Dining% Maldives Landaa Giraavaru Fine Dining% Culinary Experiences,All Food and Drink% Customized Menus% Events,,,Chris K,,
Maldives Landaa Giraavaru,2,2,2,2,Experiences,Experiences,https://www.fourseasons.com/maldiveslg/experiences/,200,Things to do in the Maldives | Four Seasons Landaa Giraavaru,60,"Explore the Maldives at Four Seasons Resort Maldives at Landaa Giraavaru: Adventure, relaxation, turquoise waters and white-sand beaches for your perfect paradise.",163,things to do in maldives,,Experiences,Aquatic Escapades% Wellness Activities% Exceptional Dining,,,Chris K,,
Maldives Landaa Giraavaru,2,2,2,2,Offers,Other,https://www.fourseasons.com/maldiveslg/offers/,200,Maldives Resort Packages & Offers | Four Seasons Landaa Giraavaru,65,Indulge yourself in the extraordinary world of our luxury Maldives resort with packages available for suites and activities.,124,"maldives resort offers, maldives resort packages",Maldives,Maldives Landaa Giraavaru Resort Offers & Packages,,,,Chris K,,
Maldives Landaa Giraavaru,2,2,2,2,Photos & Videos,Other,https://www.fourseasons.com/maldiveslg/photos-and-videos/,200,Maldives Photo | Maldives Video | Four Seasons Resort Maldives At Landaa Giraavaru,82,Maldives photo and video at Landaa Giraavaru are presented for your convenience to stay at Four Seasons Resort Maldives At Landaa Giraavaru.,140,"maldives resort photos, maldives resort videos",Photos & Videos,Photos & Videos,Resort Overview% Accommodations% Dining,,,Chris K,,
Maldives Landaa Giraavaru,2,2,2,2,Diving,Other,https://www.fourseasons.com/maldiveslg/services-and-amenities/maldives-scuba-diving-resort/,200,Maldives Scuba Diving Resort | Four Seasons Landaa Giraavaru,60,"Experience scuba diving in Maldives at Landaa Giraavaru. From PADI courses to manta ray encounters, our luxury resort offers unmatched underwater adventures.",157,"maldives scuba diving resorts​, maldives diving",maldives scuba diving,Maldives Scuba Diving Resort,included% UNESCO Biosphere Maldives Diving% Additional Services & Amenities% Featured Accommodation,,,Chris K,,Not present in Score outputs 
Maldives Landaa Giraavaru,2,2,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/maldiveslg/spa/,200,Wellness in Maldives | Wellness Haven at Four Seasons Landaa Giraavaru,70,"Reset at AyurMa at Four Seasons Resort Maldives at Landaa Giraavaru. Discover Ayurveda, yoga therapy and wellness for health, harmony and happiness.",148,"wellness in maldives, ayurma",AyurMa – Wellness Haven,AyurMa – Wellness Haven,A holistic wellness haven% HOURS% The Four Pillars of AyurMa% Meet the Team% Signature Experiences,,,Chris K,,"aryuma as a keyword present in meta description, but scores 0 "
Maldives Landaa Giraavaru,2,2,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/maldiveslg/weddings/,200,Maldives Wedding | Four Seasons Resort at Landaa Giraavaru,58,Four Seasons Resort Maldives at Landaa Giraavaru offers a paradise location for your dream wedding nestled away in the idyllic UNESCO Biosphere Reserve.,152,maldives wedding,Go to the Four Seasons home page% Weddings,Weddings% Weddings,Real Wedding Experiences% #FSMALDIVESLG,,,Chris K,,
Mallorca,2,2,3,3,Frontpage,Home,https://www.fourseasons.com/mallorca/,200,Four Seasons Resort Mallorca at Formentor | Luxury Resort,57,"Experience ultimate relaxation at our luxury Mallorca Resort. Enjoy world-class amenities, stunning views and unparalleled service at Four Seasons. Book now.",157,"Luxury Mallorca Resort, Four Seasons Mallorca",,Mallorca at Formentor% Mallorca at Formentor% Mallorca at Formentor% SPAIN: HEART & HERITAGE% MALLORCA BY FOUR SEASONS,Luxury Mallorca Beach Resort% Accommodations% Discover Mallorca% Writing the Next Chapter of Formentor% #FSMALLORCA,,,Rob,,
Mallorca,2,2,3,3,Accommodations,Accommodation,https://www.fourseasons.com/mallorca/accommodations/,200,Accommodations | Four Seasons Resort Mallorca at Formentor,58,"Discover luxurious Mallorca resort suites and rooms at Four Seasons. Enjoy stunning gardens, pines and sea views from spacious guest rooms and elegant suites in stunning Mallorca. Book today!",191,"Mallorca resort suites, luxury mallorca suites",,Mallorca Resort Rooms & Suites,Pine-View Room% Pine-View Accessible Room% Grand Pine-View Room% Garden-View Room with Plunge Pool% Sea-View Room% Grand Sea-View Room% Pine-View Suite% Grand Pine-View Suite% Garden-View Suite with Plunge Pool% Grand Pine-View Suite with Plunge Pool% Sea-View Suite% Grand Sea-View Suite% Formentor Suite% Royal Suite% Mallorca Accommodations Highlights,,,Rob,,
Mallorca,2,2,3,3,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/mallorca/dining/,200,Fine Dining in Mallorca | Four Seasons Mallorca at Formentor,60,"Experience fine dining in Mallorca at Four Seasons. Savour Mediterranean and Nikkei cuisine, as well as coastal delights while enjoying stunning sea views and exceptional service.",179,fine dining mallorca,,Fine Dining Mallorca% Fine Dining Mallorca% Fine Dining Mallorca,OUR MALLORCA RESTAURANTS% Facilities & Services% Events% Views From Our Guests,,,Rob,,
Mallorca,2,2,3,3,Offers,Other,https://www.fourseasons.com/mallorca/offers/,200,Mallorca Packages & Offers | Four Seasons Resort Mallorca at Formentor,70,Discover exclusive Mallorca hotel offers at Four Seasons Resort Mallorca. Enjoy special rates and packages for your luxury getaway. Book now.,141,Mallorca resort offers,Mallorca resort packages,Mallorca Resort Offers & Packages,Featured Offer,,,Rob,,
Mallorca,2,2,3,3,Photos & Videos,Other,https://www.fourseasons.com/mallorca/photos-and-videos/,200,Photos & Videos | Four Seasons Resort Mallorca at Formentor,59,Photos and videos from Four Seasons Resort Mallorca at Formentor. Explore the beauty of our Mallorca resort in these photos and videos. Start planning your getaway today.,170,"Mallorca Four Seasons Photos, Mallorca Resort Photos & Videos",Photos & Videos,Photos & Videos,Resort Overview% Accommodations% Dining% Wellness% Outdoor Activities,,,Rob,,
Mallorca,2,2,3,3,Couples,Services & Amenities,https://www.fourseasons.com/mallorca/services-and-amenities/couples/,200,Luxury Couples Resort | Four Seasons Mallorca at Formentor,58,Four Seasons Resort Mallorca at Formentor is the ideal luxury resort in Mallorca for couples. Experience a romantic 5-star getaway with luxury accommodations and unique couples’ experiences.,190,luxury couples resort mallorca,mallorca couples resort,A Luxury Mallorca Resort for Couples,The Ideal Couples’ Retreat,,,Rob,,
Mallorca,2,2,3,3,Family,Services & Amenities,https://www.fourseasons.com/mallorca/services-and-amenities/family/,200,Luxury Family Resort | Four Seasons Mallorca at Formentor,57,"Four Seasons Resort Mallorca at Formentor is the ideal Mallorca luxury family resort with spacious suites, exclusive family experiences and a breathtaking natural setting. Create unforgettable family memories in Mallorca.",221,luxury family resort mallorca,family resort mallorca,A Luxury Family Escape,included% Unique Family Experiences,,,Rob,,
Mallorca,2,2,3,3,Pools,Services & Amenities,https://www.fourseasons.com/mallorca/services-and-amenities/pools-and-beach/,200,Four Seasons Hotels and Resorts | Luxury Hotels | Four Seasons | Pools and Beach,80,Pools and Beach,15,mallorca swimming pools,resort swimming pools mallorca,Mallorca Swimming Pools & Beach,Pool Hours% Our Pools% Highlight% The Beach,,,Rob,,
Mallorca,2,2,3,3,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/mallorca/spa/,200,Luxury Mallorca Spa | Four Seasons Resort Mallorca at Formentor,63,Discover the ultimate luxury spa experience in Mallorca at Four Seasons. Indulge in rejuvenating treatments and personalized wellness in a serene setting.,154,Luxury Mallorca Spa,,Luxury Mallorca Spa% Luxury Mallorca Spa% Luxury Mallorca Spa,Hours% Mallorca Spa Favourites% Wellness Experiences% Wellness Activities% Spa Services% Outdoor Activities% Wellness & Fitness Facilities,,,Rob,,
Mallorca,2,2,3,3,Weddings,Other,https://www.fourseasons.com/mallorca/weddings/,200,Mallorca Weddings | Four Seasons Resort Mallorca at Formentor,61,"Plan your dream wedding at Four Seasons Mallorca at Formentor. Enjoy stunning venues, lush gardens and breathtaking sea views for an unforgettable celebration.",159,mallorca weddings,,MALLORCA WEDDINGS% MALLORCA WEDDINGS,MALLORCA WEDDING HIGHLIGHTS,,,Rob,,
Marrakech,1,1,1,1,Frontpage,Home,https://www.fourseasons.com/marrakech/,200,Luxury Hotel Marrakech | 5-Star Resort | Four Seasons Marrakech,63,"Four Seasons Resort Marrakech offers luxury accommodations, fine dining and more amid the Red City’s fabled, ancient medina and thriving Ville Nouvelle.",152,luxury hotel Marrakech | five star hotels in Marrakech,family friendly hotel in Marrakech | city hotel in Marrakech,Marrakech% Marrakech% Marrakech% Marrakech by Four Seasons% AN EXCLUSIVE JET JOURNEY,A garden sanctuary in the heart of the Red City% Accommodations% Discover Marrakech% See More of Morocco% #FSMARRAKECH,,,,,
Marrakech,1,1,1,1,Accommodations,Accommodation,https://www.fourseasons.com/marrakech/accommodations/,200,Hotel in Marrakech | Rooms & Suites | Four Seasons Resort Marrakech,67,"Four Seasons Resort Marrakech offers a variety of luxurious rooms and suites, each equipped with a private balcony, terrace or garden for ultimate relaxation.",158,luxury hotel room in Marrakech | luxury suites Marrakech,guest rooms Marrakech | luxury guest rooms Marrakech,Marrakech Accommodations,Garden-View Terrace Room% Premier Garden-View Terrace Room% Pool-View Terrace Room% Garden Patio Room% Upper Pavilion Room% Pavilion Patio Room% Garden-View Terrace Suite% Pool-View Terrace Suite% Panoramic One-Bedroom Menara Suite% Panoramic One-Bedroom Atlas Suite% Patio Suite with Private Pool% Premier Patio Suite with Private Pool% Panoramic Two-Bedroom Presidential Suite% Four-Bedroom Royal Villa with Private Pool% Two-Bedroom Villa with Private Pool,,,,,
Marrakech,1,1,1,1,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/marrakech/dining/,200,Marrakech Fine Dining | Restaurants | Four Seasons Resort Marrakech,67,Four Seasons Resort Marrakech offers an array of fine dining options from fresh Mediterranean cuisine to gourmet Italian fare to Moroccan-inspired specialties.,159,fine dining Marrakech | Marrakech restaurants,Marrakech mediterrenean restaurant | restaurants in marrakech,Marrakech Fine Dining% Marrakech Fine Dining% Marrakech Fine Dining,All Food and Drink% Events% The Team,,,,,
Marrakech,1,1,1,1,Offers,Other,https://www.fourseasons.com/marrakech/offers/,200,Marrakech Vacation Packages & Offers | Four Seasons Resort Marrakech,68,"Explore Marrakech vacation packages and offers at Four Seasons Resort Marrakech. Enjoy extended luxury stays, special rates, signature breakfasts and more.",155,,,Marrakech Resort Offers & Packages,Featured Offer,,,,,Empty field
Marrakech,1,1,1,1,Photos & Videos,Other,https://www.fourseasons.com/marrakech/photos-and-videos/,200,Marrakech Hotel Photos & Videos | Four Seasons Resort Marrakech,63,Four Seasons Hotel Marrakech presents a photo and video collection of this Moorish garden sanctuary nestled between the Red City and Ville Nouvelle.,148,,,Photos & Videos,Hotel Overview% Accommodations% Dining,,,,,Empty field
Marrakech,1,1,1,1,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/marrakech/spa/,200,Spa in Marrakech | Massage & Facial | Four Seasons Resort Marrakech,67,"Le Spa at Four Seasons offers an authentic Moroccan experience with steamy hammams and scrubs, plunge pools, fragrant private gardens and more.",143,luxury spa Marrakech | spa in Marrakech,massage in Marrakech | hammam marrakech,Marrakech Spa,HOURS% Favourites% Spa Services% Wellness Services% Visiting Practitioner% Relaxation Experiences,,,,,
Marrakech,1,1,1,1,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/marrakech/weddings/,200,"Marrakech Wedding, Morocco | Four Seasons Resort Marrakech",58,"Four Seasons Resort Marrakech is an enchanting destination for your dream wedding featuring glamourous venues, natural beauty, luxury amenities & more.",151,,,Marrakech Weddings% Marrakech Weddings,Real Wedding Experiences% Wedding and Vow Renewal Services,,,,,Empty field
Maui at Wailea,2,2,2,2,Frontpage,Home,https://www.fourseasons.com/maui/,200,Maui Luxury 5 Star Beach Resort | Four Seasons Maui at Wailea,61,Discover Four Seasons Resort Maui at Wailea – a 5-star beach resort offering Maui's largest rooms with no resort fees along the golden crescent of Wailea Beach.,160,maui resort | 5 star resorts maui,maui resort,Maui at Wailea% Maui at Wailea% Maui at Wailea% Maui by Four Seasons,Experience elevated luxury at Maui’s most glamorous beach resort% Accommodations% Discover Maui% Connect with the Rich Hawaiian culture% #FSMAUI,,1,Matt,,
Maui at Wailea,2,2,2,2,Accommodations,Accommodation,https://www.fourseasons.com/maui/accommodations/,200,Maui Luxury Resort Suites & Accommodations | Four Seasons,57,Four Seasons Resort Maui at Wailea offers 380 luxury guest rooms and suites with breathtaking views for a quintessential Hawaiian vacation experience.,150,maui suites | maui accommodations,,Maui Luxury Resort Suites & Rooms,"Maile Presidential Three-Bedroom Suite% ""Lokelani"" Presidential Three-Bedroom Suite% ""Elite"" Two-Bedroom Suite% Club Oceanfront Prime One-Bedroom Suite% Oceanfront Prime Suite% Deluxe Club Ocean-View Room% Club Ocean-View Room% Ocean-View Prime Suite% Garden-View Suite% Ocean-View Prime Executive Suite% Deluxe Garden-View Executive Suite% Garden-View Executive Suite% Deluxe Ocean-View Room% Ocean-View Room% Deluxe Garden-View Room% Garden-View Room% Mountain-Side Room% Accessible Deluxe Ocean-View Room% Accessible Deluxe Garden-View Room% Garden-View Accessible Room% Ocean-View Prime Executive Accessible Suite% Club Floor Ocean-View Prime Executive Accessible Suite% Discover our Club Floor% ACCOMMODATIONS HIGHLIGHTS",,,Matt,,
Maui at Wailea,2,2,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/maui/dining/,200,Oceanfront Fine Dining in Maui | Four Seasons Resort Maui,57,"Resort Casual meets fine dining in Wailea, Maui at Four Seasons, where Spago, Ferraro's, DUO and KOMO showcase classic Hawaiian ingredients by the oceanfront.",158,fine dining maui | oceanfront dining maui,fine dining wailea,Fine Dining in Maui by the Oceanfront% Fine Dining in Maui by the Oceanfront% Fine Dining in Maui by the Oceanfront,Resort Casual Fine Dining with Hawaiian Hospitality% All Food and Drink% The Team,,,Matt,,
Maui at Wailea,2,2,2,2,Experiences,Experiences,https://www.fourseasons.com/maui/experiences/,200,Hawaiian Experiences & Activities in Maui | Four Seasons,56,"Whether on the crest of a wave or back on dry land, dive deeper into the secrets of Maui with the most astonishing Hawaiian experiences and activities from Four Seasons.",169,maui experiences | maui activities,,Experiences,Aquatic Escapades% Airborne Adventures,,,Matt,,
Maui at Wailea,2,2,2,2,Offers,Other,https://www.fourseasons.com/maui/offers/,200,"Wailea, Maui Resort Packages & Special Offers | Four Seasons",60,"Indulge in Maui resort offers with luxury stays, dining and unforgettable experiences in the beautiful Pacific island paradise.",127,maui resort packages,,Maui Resort Offers & Packages,Featured Offer,,1,Matt,,
Maui at Wailea,2,2,2,2,Photos & Videos,Other,https://www.fourseasons.com/maui/photos-and-videos/,200,Maui Resort Photos & Videos | Four Seasons Maui at Wailea,57,"Four Seasons Resort Maui at Wailea presents a collection of photos and videos of the luxury, five-star resort. Click to view.",125,maui photos | maui videos,,Photos & Videos,Resort Overview% Services and Amenities% Accommodations% Dining,,,Matt,,
Maui at Wailea,,,2,2,Couples,Other,https://www.fourseasons.com/maui/services-and-amenities/couples/,,,,,,couples resort maui,,,,,,,,
Maui at Wailea,,,2,2,Pickleball & Tennis,Other,https://www.fourseasons.com/maui/services-and-amenities/tennis-and-pickleball/,,,,,,maui pickleball | maui tennis,,,,,,,,
Maui at Wailea,2,2,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/maui/spa/,200,Maui Spa & Wellness Center | Four Seasons,41,"Indulge in tailored treatments & Hawaiian therapies at our luxury Maui Spa & Wellness Center here at Four Seasons. Relax, recharge & repeat. Book your escape now.",162,maui spa | wailea spa,,Luxury Maui Spa% Luxury Maui Spa% Luxury Maui Spa,Spa Massages and treatments% Health Treatments% Salon% Relaxation Experiences% Spa Hours,,1,Matt,,
Maui at Wailea,2,2,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/maui/weddings/,200,Maui Weddings | Four Seasons Resort Maui at Wailea,50,Our “one wedding a day” approach makes our idyllic slice of Maui your own private stage. Ensure your wedding is everything you imagined and more.,145,maui weddings,maui wedding,Maui Weddings% Maui Weddings,REAL WEDDING EXPERIENCES% WEDDING AND VOW RENEWAL SERVICES,,1,Matt,,
Maui at Wailea,,,2,2,Wedding Venues,"Weddings, Wellness & Dining",https://www.fourseasons.com/maui/weddings/venues/,,,,,,maui wedding venues,,,,,,,,
Mauritius at Anahita,1,1,2,2,Frontpage,Home,https://www.fourseasons.com/mauritius/,200,Luxury Resort Mauritius | Four Seasons Resort Mauritius at Anahita,66,"Four Seasons Resort Mauritius at Anahita offers luxury accommodations, outdoor adventure, fine dining and more on the edge of the island’s eastern coast.",153,luxury resorts in mauritius,,Mauritius at Anahita% Mauritius at Anahita% Mauritius at Anahita% Mauritius by Four Seasons,A secluded oasis at the edge of an idyllic lagoon% Accommodations% included% Discover Mauritius% Flavours of Paradise% #FSMAURITIUS,,,,,
Mauritius at Anahita,1,1,2,2,Accommodations,Accommodation,https://www.fourseasons.com/mauritius/accommodations/,200,Luxury Villas Mauritius | Four Seasons Resort Mauritius at Anahita,66,Four Seasons Resort Mauritius at Anahita offers a variety of luxury villas and residences nestled along a private sanctuary on the east coast of Mauritius.,155,luxury accommodation mauritius,beachfront villa mauritius,Mauritius at Anahita Accommodations,Garden Pool Villa% Island Garden Pool Villa% Beach-View Pool Villa% Oceanfront Pool Villa% Premium Beach-View Pool Villa% Premium Oceanfront Pool Villa% Three-Bedroom Royal Sanctuary% Five-Bedroom Oceanfront Residence with Pool% Five-Bedroom Residence with Pool% Four-Bedroom Premium Residence with Pool% Four-Bedroom Residence with Pool% Three-Bedroom Residence with Pool% Three-Bedroom Garden Pool Villa% Two-Bedroom Garden Pool Villa% Views from our guests,,,,,
Mauritius at Anahita,1,1,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/mauritius/dining/,200,Mauritius Fine Dining Restaurants | Four Seasons Resort,55,"Indulge in a variety of unique fine dining options, from Mediterranean served beachfront to gourmet Italian & more at Four Seasons Resort Mauritius at Anahita.",159,fine dining Mauritius | Mauritius fine dining,restaurant in Mauritius,Mauritius Anahita Fine Dining% Mauritius Anahita Fine Dining% Mauritius Anahita Fine Dining,All Food and Drink% Customized Menus% Events,,,,,
Mauritius at Anahita,1,1,2,2,Experiences,Experiences,https://www.fourseasons.com/mauritius/experiences/,200,Four Seasons Resort at Anahita | Your Island Adventure,54,"Experience everything Mauritius can offer, from oceanfront golf & water sports to exciting island explorations, yoga classes and much more.",139,,,Experiences% Family at Four Seasons,Aquatic Escapades% Airborne Adventures% Local Experiences,,,,,Empty field
Mauritius at Anahita,1,1,2,2,Offers,Other,https://www.fourseasons.com/mauritius/offers/,200,Mauritius Vacation Packages | Four Seasons Resort Mauritius at Anahita,70,Explore Mauritius vacation packages and offers at Four Seasons Resort Mauritius at Anahita. Enjoy an extended tropical stay with signature breakfasts and more.,159,,,Mauritius Anahita Resort Offers & Packages,Featured Offer,,,,,Empty field
Mauritius at Anahita,1,1,2,2,Photos & Videos,Other,https://www.fourseasons.com/mauritius/photos-and-videos/,200,Mauritius Resort Photos & Videos | Four Seasons Resort Mauritius,64,"View photos and videos of Four Seasons Resort Mauritius at Anahita, a luxury, five-star resort on the island nation of Mauritius.",129,,,Photos & Videos,Resort Overview% Accommodations% Dining% Spa% Services & Amenities,,,,,Empty field
Mauritius at Anahita,1,1,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/mauritius/spa/,200,Four Seasons Hotels and Resorts | Luxury Hotels | Four Seasons | Spa,68,Spa,3,luxury spa Mauritius | hotel spa Mauritius,massages Mauritius | facial mauritius,Mauritius Anahita Spa% Mauritius Anahita Spa% Mauritius Anahita Spa,Spa Services% Salon Services% Body Treatments% The Team% Relaxation Experiences% Hours% Views From Our Guests,,,,,
Mauritius at Anahita,1,1,2,2,Private Retreats,Private Retreats,https://www.fourseasons.com/mauritius/villa-residence-rentals/,200,Mauritius Luxury Vacation Rental & Residence | Villa & Residence Rentals,72,"Wake to find breakfast laid out on the patio, as a gentle sea breeze flows through your luxury villa and more at Four Seasons Mauritius at Anahita.",147,mauritius villa rentals,,Villa & Residence Rentals% Villa & Residence Rentals% Explore accommodations,An elevated vacation experience,,,,,Empty field
Mauritius at Anahita,1,1,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/mauritius/weddings/,200,Mauritius Weddings | Four Seasons Resort Mauritius at Anahita,61,"Four Seasons Resort Mauritius at Anahita offers a year-round tropical climate, beachfront venues, expert planning & more for the ultimate wedding experience.",157,,,Mauritius Weddings% Mauritius Weddings,Real Wedding Experiences% Wedding and Vow Renewal Services,,,,,Empty field
Megeve,1,2,2,2,Frontpage,Home,https://www.fourseasons.com/megeve/,200,Megève Luxury Ski Resort & Hotel | Four Seasons Resort Megève,61,"Discover Four Seasons Resort Megève, a luxury resort with Alpine chic rooms and ski in, ski out access, set on the slopes of Mont d’Arbois in the French Alps.",158,resort megeve | resort french alps,ski resort french alps,Megève% Megève% Megève% Megève by Four Seasons,"Luxury Ski Resort in Megève, French Alps% Accommodations% Discover Megève% A Relaxing Moment in Our Alpine Spa% #FSMEGEVE",,,,,
Megeve,1,2,2,2,Accommodations,Accommodation,https://www.fourseasons.com/megeve/accommodations/,200,Luxury Accommodations & Suites in Megève | Four Seasons Resort Megève,69,"Discover luxury ski accommodations in Megève with Alpine chic rooms, spacious suites, mountain views and direct access to exceptional Alpine experiences.",153,megeve accommodation | megeve suites,,Luxury Alpine Accommodations in Megève,Superior Room% Deluxe Room% Prestige Room% Prestige Accessible Mobility Room% Four Seasons Room% One-Bedroom Suite% Deluxe One-Bedroom Suite% Suite Rochebrune% Suite Mont D'Arbois% Suite des Aravis% Suite des Alpes% Suite Mont Blanc,,,,,
Megeve,1,2,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/megeve/dining/,200,Megève Fine Dining | Gourmet Bars and Restaurants | Four Seasons,64,"Discover the finest restaurants in Megève, savour Japanese fusion and French cuisine, or enjoy gourmet Alpine dishes at our local restaurants.",142,megeve restaurants,,Restaurants & Bars in Megève% Restaurants & Bars in Megève% Restaurants & Bars in Megève,All Food and Drink% Events,,,,,
Megeve,,,2,2,Experiences,Experiences,https://www.fourseasons.com/megeve/experiences/,,,,,,things to do megeve | things to do french alps,,,,,,,,
Megeve,1,2,2,2,Offers,Other,https://www.fourseasons.com/megeve/offers/,200,Ski & Vacation Packages in the French Alps | Four Seasons Resort Megève,71,"Discover exclusive ski and vacation packages in Megève, French Alps. Enjoy luxury stays, gourmet dining and Alpine adventures at Four Seasons Resort Megève.",156,megeve offers | french alps packages,,Megève Resort Offers & Packages,Featured Offer,,,,,
Megeve,1,2,2,2,Photos & Videos,Other,https://www.fourseasons.com/megeve/photos-and-videos/,200,Luxury Megève Hotel Photo Gallery | Four Seasons Hotel Megève,61,Four Seasons Hotel Megève invites you to take a glimpse of our luxurious mountain Hotel and the surrounding slopes with our photo gallery.,138,megeve photos | megeve videos,,Photos & Videos,Resort Overview% Accommodations% Dining,,,,,
Megeve,,,2,2,Festive,Other,https://www.fourseasons.com/megeve/seasonal/festive/,,,,,,christmas megeve | new years megeve,,,,,,,,
Megeve,,,2,2,Summer,Other,https://www.fourseasons.com/megeve/seasonal/summer/,,,,,,summer activities megeve | summer activities french alps,,,,,,,,
Megeve,1,2,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/megeve/spa/,200,Spa in Megève | Massage & Salon | Four Seasons Resort Megève,60,"The Spa at Four Seasons Resort Megève is a luxury oasis, allowing guests to enjoy relaxing and rejuvenating treatments such as massages and salon services.",155,spa Megeve,,Megève Spa,HOURS% Favourites% Spa Services% Wellness Services% Relaxation Experiences,,,,,
Megeve,1,2,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/megeve/weddings/,200,Four Seasons Hotels and Resorts | Luxury Hotels | Four Seasons | Weddings,73,Weddings,8,weddings megeve,,Megève Weddings% Megève Weddings,Real Wedding Experiences% Wedding and Vow Renewal Services,,,,,
Megeve,,,2,2,Wedding Venues,"Weddings, Wellness & Dining",https://www.fourseasons.com/megeve/weddings/venues/,,,,,,wedding venues megeve | french alps wedding venues,,,,,,,,
Mexico City,1,2,3,3,Frontpage,Home,https://www.fourseasons.com/mexico/,200,Luxury Hotel Mexico City | Four Seasons Hotel Mexico City,57,"Escape to Four Seasons – a luxury hotel in Mexico City, just steps from Paseo de la Reforma and Bosque de Chapultepec. Find tranquillity within the urban hustle.",161,luxury hotel mexico city | hotel mexico city,mexico city hotel,Mexico City% Mexico City% Mexico City% MEXICO: ROOTS & RITUALS% Mexico City by Four Seasons% AN EXCLUSIVE JET JOURNEY,An urban oasis in the heart of the city% Accommodations% Discover Mexico City% An Urban Oasis% #FSMEXICO,,,Matt,,
Mexico City,1,2,3,3,Accommodations,Accommodation,https://www.fourseasons.com/mexico/accommodations/,200,Mexico City Hotel Suites & Luxury Rooms | Four Seasons,54,"Discover elegant Mexico City hotel suites and luxury rooms within a hacienda-style retreat, offering calm, comfort and easy access to the heart of the capital.",159,mexico city hotel suites | hotel rooms mexico city,,Mexico City Luxury Hotel Suites & Rooms,Premier Terrace Room% Premier Room% Deluxe Room% Superior Room% One-Bedroom Suite% Executive Suite – Courtyard View% Executive Suite – Reforma View% Executive Suite – Burdeos View% Presidential Suite% Ambassador Suite% Governor Suite,,,Matt,,
Mexico City,1,2,3,3,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/mexico/dining/,200,Mexico City Fine Dining Restaurants & Bars | Four Seasons Mexico City,69,"Our Mexico City restaurants offer a variety of fine dining options, from a gourmet Italian feast to authentic Mexican flavours and one-of-a-kind cocktails.",155,mexico city fine dining | mexico city restaurants,,Mexico City Restaurants & Fine Dining% Mexico City Restaurants & Fine Dining% Mexico City Restaurants & Fine Dining,All Food and Drink% Culinary Activities,,1,Matt,,
Mexico City,1,2,3,3,Brunch,"Weddings, Wellness & Dining",https://www.fourseasons.com/mexico/dining/restaurants/brunch/,200,Mexico City Brunch at Zanaya | Four Seasons,43,"Discover Mexico City brunch at Zanaya. Enjoy live music, terrace dining, champagne and regional dishes from ceviche to chilaquiles at our Four Seasons Hotel.",157,brunch mexico city,,"Brunch at Zanaya, Mexico City",Brunch Hours% Brunch Signatures% More Dining Options,,,Matt,,
Mexico City,1,2,3,3,Experiences,Experiences,https://www.fourseasons.com/mexico/experiences/,200,Mexico City Experiences | Things to Do & Attractions | Four Seasons,67,"Experience the best things to do in Mexico City with curated cultural experiences, leading attractions, art, food and outdoor activities crafted by Four Seasons.",161,things to do mexico city | mexico city experiences,,Experiences,Local Experiences% Culinary Activities% Airborne Adventures,,,Matt,,
Mexico City,1,2,3,3,Hot Air Balloon,Experiences,https://www.fourseasons.com/mexico/hot-air-balloon-experiences/,200,Teotihuacan Hot-Air Balloon Tours | Four Seasons Mexico,55,Experience Teotihuacan from above. Choose from shared or private hot-air balloon tours for an unforgettable view of Mexico’s iconic ancient pyramids.,149,Teotihuacan Hot Air Balloon,"Teotihuacan Hot Air Balloon tour
mexico city hot air balloons",Teotihuacan Hot-Air Balloon Experience,included% A Unique Experience,,,Matt,,
